"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","GEO","Georgia","2022","2022",16.34813,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","NAM","Namibia","2021","2021",52.03064,"‡","UIS Estimation"
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","ECU","Ecuador","2017","2017",57.22952,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","ECU","Ecuador","2020","2020",63.6674,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","ECU","Ecuador","2021","2021",53.97146,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","ECU","Ecuador","2022","2022",57.04693,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","CHL","Chile","2017","2017",50.79778,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40611","Eastern Asia","2017","2017",47.99665,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40611","Eastern Asia","2018","2018",47.02175,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40611","Eastern Asia","2019","2019",45.76324,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40611","Eastern Asia","2020","2020",45.0697,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40611","Eastern Asia","2021","2021",44.9057,"‡","UIS Estimation"
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","MOZ","Mozambique","2017","2017",60.71603,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","MOZ","Mozambique","2020","2020",59.93105,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","PSE","Palestine","2017","2017",76.08441,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","PSE","Palestine","2018","2018",75.15693,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","PSE","Palestine","2019","2019",77.19983,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","PRI","Puerto Rico","2017","2017",50.35262,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","PRI","Puerto Rico","2021","2021",49.87948,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40044","Low income countries","2017","2017",61.29234,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40044","Low income countries","2018","2018",61.17818,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40044","Low income countries","2019","2019",60.88558,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40044","Low income countries","2020","2020",60.76764,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40044","Low income countries","2021","2021",60.65828,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40044","Low income countries","2022","2022",60.65056,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","ZAF","South Africa","2017","2017",32.77654,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","ZAF","South Africa","2019","2019",36.12962,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","ZAF","South Africa","2021","2021",37.47802,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","COD","Democratic Republic of the Congo","2022","2022",73.79868,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","NPL","Nepal","2021","2021",58.82081,"‡","UIS Estimation"
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","PAN","Panama","2018","2018",60.09026,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","PAN","Panama","2019","2019",25.15337,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","MDG","Madagascar","2018","2018",51.35036,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","MDG","Madagascar","2022","2022",49.8778,"‡","UIS Estimation"
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","AZE","Azerbaijan","2017","2017",66.98798,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","AZE","Azerbaijan","2019","2019",67.92447,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","MAC","China, Macao Special Administrative Region","2021","2021",75.90669,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","PRY","Paraguay","2018","2018",54.21089,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","PRY","Paraguay","2019","2019",54.30441,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","PRY","Paraguay","2020","2020",53.53697,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","CRI","Costa Rica","2021","2021",48.81135,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","KEN","Kenya","2022","2022",58.55884,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","BFA","Burkina Faso","2018","2018",55.23367,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","BFA","Burkina Faso","2019","2019",53.06495,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","BFA","Burkina Faso","2022","2022",51.50414,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","AFG","Afghanistan","2021","2021",66.05008,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","IRN","Iran (Islamic Republic of)","2022","2022",44.10785,"‡","UIS Estimation"
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","SRB","Serbia","2019","2019",91.20304,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","RWA","Rwanda","2018","2018",49.50284,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","VNM","Viet Nam","2019","2019",65.77371,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","GEO","Georgia","2022","2022",48.80272,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40535","South and West Asia","2017","2017",57.73337,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40535","South and West Asia","2018","2018",57.9764,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40535","South and West Asia","2019","2019",61.94416,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40535","South and West Asia","2020","2020",61.22353,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40535","South and West Asia","2021","2021",60.65472,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40535","South and West Asia","2022","2022",60.03862,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","BRA","Brazil","2017","2017",42.65416,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","BRA","Brazil","2018","2018",42.36606,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","MLI","Mali","2018","2018",54.22941,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","MLI","Mali","2020","2020",55.0566,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","TCD","Chad","2022","2022",56.09009,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","EST","Estonia","2021","2021",51.38292,"‡","UIS Estimation"
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","LKA","Sri Lanka","2017","2017",59.02827,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","LKA","Sri Lanka","2018","2018",59.29491,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","LKA","Sri Lanka","2019","2019",58.67169,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","LKA","Sri Lanka","2020","2020",62.24742,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","LKA","Sri Lanka","2021","2021",63.81007,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40618","Central and Southern Asia","2017","2017",63.91408,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40618","Central and Southern Asia","2018","2018",63.79813,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40618","Central and Southern Asia","2019","2019",63.46067,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40618","Central and Southern Asia","2020","2020",63.60404,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40618","Central and Southern Asia","2021","2021",63.71434,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40618","Central and Southern Asia","2022","2022",63.44988,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","SLV","El Salvador","2017","2017",45.79393,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","SLV","El Salvador","2018","2018",41.18082,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","SLV","El Salvador","2019","2019",36.5769,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","SLV","El Salvador","2020","2020",40.19113,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","UZB","Uzbekistan","2018","2018",99.72335,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","UZB","Uzbekistan","2019","2019",50.25988,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","UZB","Uzbekistan","2021","2021",99.40275,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","UZB","Uzbekistan","2022","2022",50.34068,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40044","Low income countries","2017","2017",57.2027,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40044","Low income countries","2018","2018",57.13772,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40044","Low income countries","2019","2019",56.60754,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40044","Low income countries","2020","2020",56.4592,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40044","Low income countries","2021","2021",56.11053,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40044","Low income countries","2022","2022",55.78832,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","AZE","Azerbaijan","2017","2017",51.29696,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","AZE","Azerbaijan","2019","2019",51.72195,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","MOZ","Mozambique","2017","2017",60.35873,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","MOZ","Mozambique","2020","2020",60.35774,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40630","Latin America and the Caribbean","2017","2017",54.6787,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40630","Latin America and the Caribbean","2018","2018",54.44659,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40630","Latin America and the Caribbean","2019","2019",54.46696,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40630","Latin America and the Caribbean","2020","2020",54.7342,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40630","Latin America and the Caribbean","2021","2021",54.44878,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40630","Latin America and the Caribbean","2022","2022",54.41985,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","COL","Colombia","2018","2018",37.7861,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","COL","Colombia","2019","2019",34.02372,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","COL","Colombia","2020","2020",35.95268,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","PRY","Paraguay","2018","2018",55.80584,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","PRY","Paraguay","2019","2019",57.68864,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","PRY","Paraguay","2020","2020",59.64292,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","COG","Congo","2021","2021",64.03763,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","ZWE","Zimbabwe","2022","2022",30.07412,"‡","UIS Estimation"
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","SRB","Serbia","2019","2019",50.08191,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","ESP","Spain","2018","2018",46.71701,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","ESP","Spain","2020","2020",28.90546,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","BGR","Bulgaria","2021","2021",60.1949,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40614","Western Asia","2017","2017",74.60073,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40614","Western Asia","2018","2018",61.82366,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40614","Western Asia","2019","2019",61.86453,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40614","Western Asia","2020","2020",61.91558,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40614","Western Asia","2021","2021",62.15495,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40614","Western Asia","2022","2022",62.08583,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","THA","Thailand","2018","2018",62.87868,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","THA","Thailand","2021","2021",63.34086,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40613","South-Eastern Asia","2017","2017",48.93164,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40613","South-Eastern Asia","2018","2018",46.96389,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40613","South-Eastern Asia","2019","2019",44.64166,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40613","South-Eastern Asia","2020","2020",43.76062,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40613","South-Eastern Asia","2021","2021",42.92478,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40613","South-Eastern Asia","2022","2022",41.89358,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","URY","Uruguay","2017","2017",24.06027,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","URY","Uruguay","2018","2018",28.96386,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","URY","Uruguay","2019","2019",22.09818,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","MMR","Myanmar","2019","2019",46.65894,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","HND","Honduras","2018","2018",49.53227,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","HND","Honduras","2019","2019",48.7386,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","IDN","Indonesia","2018","2018",51.76498,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","IDN","Indonesia","2020","2020",49.38598,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40042","Lower middle income countries","2017","2017",63.27861,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40042","Lower middle income countries","2018","2018",63.23574,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40042","Lower middle income countries","2019","2019",63.0844,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40042","Lower middle income countries","2020","2020",63.15917,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40042","Lower middle income countries","2021","2021",63.24094,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40042","Lower middle income countries","2022","2022",62.98236,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","DZA","Algeria","2018","2018",65.43922,"‡","UIS Estimation"
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","PAN","Panama","2018","2018",61.77595,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","PAN","Panama","2019","2019",57.71497,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","BTN","Bhutan","2017","2017",63.33427,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","TGO","Togo","2019","2019",80.49138,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","ARM","Armenia","2017","2017",41.42559,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","ARM","Armenia","2020","2020",40.41889,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40606","Sub-Saharan Africa","2017","2017",57.04876,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40606","Sub-Saharan Africa","2018","2018",56.82015,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40606","Sub-Saharan Africa","2019","2019",56.57268,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40606","Sub-Saharan Africa","2020","2020",56.44689,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40606","Sub-Saharan Africa","2021","2021",56.13031,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40606","Sub-Saharan Africa","2022","2022",55.93643,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","MNG","Mongolia","2020","2020",47.44549,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","BRA","Brazil","2017","2017",32.34272,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","BRA","Brazil","2018","2018",33.53312,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","ERI","Eritrea","2018","2018",53.74011,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","ARE","United Arab Emirates","2019","2019",37.05953,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","ARE","United Arab Emirates","2021","2021",47.12996,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","ARE","United Arab Emirates","2022","2022",43.66434,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","TUN","Tunisia","2022","2022",69.02289,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","OMN","Oman","2017","2017",53.43963,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","OMN","Oman","2018","2018",52.04298,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","OMN","Oman","2022","2022",65.89787,"+","National Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","PER","Peru","2017","2017",75.35361,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","PER","Peru","2018","2018",74.93031,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","PER","Peru","2020","2020",73.33401,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","COL","Colombia","2018","2018",43.286,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","COL","Colombia","2019","2019",43.48188,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","COL","Colombia","2020","2020",42.02233,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","SUR","Suriname","2021","2021",58.70951,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","PRY","Paraguay","2018","2018",32.45878,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","PRY","Paraguay","2019","2019",39.17928,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","PRY","Paraguay","2020","2020",48.53778,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","ALB","Albania","2022","2022",9.82609,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40510","World","2017","2017",63.38227,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40510","World","2018","2018",63.13573,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40510","World","2019","2019",63.01947,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40510","World","2020","2020",62.91845,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40510","World","2021","2021",62.92239,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40510","World","2022","2022",62.74383,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","CHL","Chile","2017","2017",48.92959,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","CHL","Chile","2022","2022",55.45286,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","KWT","Kuwait","2017","2017",30.91299,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","KWT","Kuwait","2018","2018",25.15963,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","KWT","Kuwait","2020","2020",27.94255,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","TZA","United Republic of Tanzania","2022","2022",46.63101,"‡","UIS Estimation"
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","MDG","Madagascar","2018","2018",51.12593,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40515","East Asia and the Pacific","2017","2017",47.43696,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40515","East Asia and the Pacific","2018","2018",46.07888,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40515","East Asia and the Pacific","2019","2019",44.29032,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40515","East Asia and the Pacific","2020","2020",43.66741,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40515","East Asia and the Pacific","2021","2021",43.21388,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40515","East Asia and the Pacific","2022","2022",42.66927,"‡","UIS Estimation"
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40540","Sub-Saharan Africa","2017","2017",57.05343,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40540","Sub-Saharan Africa","2018","2018",56.82629,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40540","Sub-Saharan Africa","2019","2019",56.57954,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40540","Sub-Saharan Africa","2020","2020",56.45511,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40540","Sub-Saharan Africa","2021","2021",56.13885,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","40540","Sub-Saharan Africa","2022","2022",55.94614,"‡","UIS Estimation"
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","AFG","Afghanistan","2021","2021",66.53078,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","MEX","Mexico","2017","2017",62.64114,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","MEX","Mexico","2018","2018",63.6265,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","MEX","Mexico","2020","2020",61.42885,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","MMR","Myanmar","2019","2019",64.66606,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","SEN","Senegal","2017","2017",66.49831,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","PSE","Palestine","2017","2017",45.62847,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","PSE","Palestine","2018","2018",46.41057,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","PSE","Palestine","2019","2019",52.56898,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","VNM","Viet Nam","2019","2019",53.98266,,
"ILLPOPF_AG15T99_RUR","Adult illiterate population, 15+ years, rural, % female","PHL","Philippines","2019","2019",41.18649,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","HND","Honduras","2018","2018",25.7548,,
"ILLPOPF_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, % female","HND","Honduras","2019","2019",32.8162,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","IDN","Indonesia","2018","2018",69.20778,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","IDN","Indonesia","2020","2020",68.07132,,
"ILLPOPF_AG15T24","Youth illiterate population, 15-24 years, % female","TGO","Togo","2019","2019",66.38841,,
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","RUS","Russian Federation","2021","2021",51.01756,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","CHN","China","2020","2020",75.82381,"‡","UIS Estimation"
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","BLR","Belarus","2019","2019",53.69094,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40619","Eastern and South-Eastern Asia","2017","2017",69.94886,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40619","Eastern and South-Eastern Asia","2018","2018",68.99542,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40619","Eastern and South-Eastern Asia","2019","2019",70.26732,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40619","Eastern and South-Eastern Asia","2020","2020",69.38279,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","40619","Eastern and South-Eastern Asia","2021","2021",69.58882,"‡","UIS Estimation"
"ILLPOPF_AG15T99_URB","Adult illiterate population, 15+ years, urban, % female","BDI","Burundi","2017","2017",62.39822,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","BGD","Bangladesh","2017","2017",43.13686,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","BGD","Bangladesh","2018","2018",42.91679,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","BGD","Bangladesh","2019","2019",43.31104,,
"ILLPOPF_AG15T24_URB","Illiterate youth population, 15-24 years, urban, % female","BGD","Bangladesh","2020","2020",40.16593,,
"ILLPOPF_AG15T99","Adult illiterate population, 15+ years, % female","MOZ","Mozambique","2017","2017",66.18818,,
